id,home_team,away_team,home_score,away_score,result,season,match_date,league_name,home_hits,away_hits,home_errors,away_errors,home_homeruns,away_homeruns,innings,odds_home,odds_away,total_line,home_pitcher_era,away_pitcher_era,data_source,created_at,updated_at
"mlb_718986","Detroit Tigers","Pittsburgh Pirates",6,6,"A","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718981","Washington Nationals","St. Louis Cardinals",1,7,"A","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718984","Boston Red Sox","Atlanta Braves",9,8,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718987","Baltimore Orioles","New York Yankees",7,6,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718979","Toronto Blue Jays","Philadelphia Phillies",6,3,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718983","Miami Marlins","Houston Astros",3,2,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718974","Cleveland Guardians","Chicago Cubs",5,3,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718967","Seattle Mariners","Oakland Athletics",15,3,"H","2023","2023-03-24","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718962","Tampa Bay Rays","Boston Red Sox",4,2,"H","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718966","Minnesota Twins","Atlanta Braves",4,9,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718965","Atlanta Braves","Minnesota Twins",9,4,"H","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718963","St. Louis Cardinals","Miami Marlins",3,2,"H","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718964","Philadelphia Phillies","New York Yankees",3,8,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718959","Los Angeles Dodgers","Kansas City Royals",3,6,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718951","Texas Rangers","San Diego Padres",3,5,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718958","Oakland Athletics","Milwaukee Brewers",5,6,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718955","Los Angeles Angels","Chicago Cubs",8,7,"H","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718954","San Francisco Giants","Seattle Mariners",7,4,"H","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718948","Seattle Mariners","Arizona Diamondbacks",1,4,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718960","Washington Nationals","Houston Astros",1,6,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718968","Pittsburgh Pirates","Baltimore Orioles",4,6,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718961","Toronto Blue Jays","Detroit Tigers",1,4,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718969","New York Mets","St. Louis Cardinals",4,4,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718956","Cincinnati Reds","Chicago White Sox",2,9,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718957","Colorado Rockies","Cleveland Guardians",2,4,"A","2023","2023-03-25","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718946","Houston Astros","St. Louis Cardinals",24,1,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718949","Detroit Tigers","Tampa Bay Rays",11,10,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718953","Boston Red Sox","Minnesota Twins",2,7,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718950","Baltimore Orioles","Philadelphia Phillies",4,2,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718952","Atlanta Braves","Pittsburgh Pirates",8,1,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718945","New York Yankees","Toronto Blue Jays",6,2,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718943","Miami Marlins","Washington Nationals",2,2,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718947","Cleveland Guardians","Cincinnati Reds",3,2,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718942","Chicago Cubs","Kansas City Royals",5,0,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718941","Chicago White Sox","Colorado Rockies",2,4,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_719463","Oakland Athletics","San Francisco Giants",5,9,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718937","Colorado Rockies","Cincinnati Reds",5,7,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718940","San Diego Padres","Seattle Mariners",5,5,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718944","New York Mets","Miami Marlins",3,3,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718935","Milwaukee Brewers","Arizona Diamondbacks",4,4,"A","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_719415","Los Angeles Dodgers","Los Angeles Angels",3,0,"H","2023","2023-03-26","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_719720","Baltimore Orioles","St. Louis Cardinals",2,8,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718930","Minnesota Twins","Pittsburgh Pirates",8,4,"H","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718936","Atlanta Braves","Boston Red Sox",6,1,"H","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718931","New York Yankees","Tampa Bay Rays",8,4,"H","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718933","Toronto Blue Jays","Philadelphia Phillies",2,5,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718924","Seattle Mariners","San Diego Padres",2,4,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718932","Chicago Cubs","Chicago White Sox",6,6,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_718926","Milwaukee Brewers","Colorado Rockies",8,12,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:26.702442+00:00","2026-03-27T07:03:26.702442+00:00"
"mlb_719414","Texas Rangers","Kansas City Royals",4,4,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719413","Los Angeles Angels","Los Angeles Dodgers",5,4,"H","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719410","Arizona Diamondbacks","Cleveland Guardians",7,6,"H","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719464","San Francisco Giants","Oakland Athletics",6,12,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718925","Sugar Land Space Cowboys","Houston Astros",1,3,"A","2023","2023-03-27","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718927","Philadelphia Phillies","Toronto Blue Jays",6,5,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_733679","Washington Nationals","New York Yankees",3,0,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718923","Pittsburgh Pirates","Minnesota Twins",5,7,"A","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718929","Boston Red Sox","Atlanta Braves",5,7,"A","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719412","Texas Rangers","Kansas City Royals",5,3,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719545","Colorado Rockies","Milwaukee Brewers",1,8,"A","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719488","Chicago Cubs","Chicago White Sox",8,5,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719409","Arizona Diamondbacks","Cleveland Guardians",3,1,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719411","Houston Astros","Sugar Land Space Cowboys",5,1,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_719408","Los Angeles Angels","Los Angeles Dodgers",13,5,"H","2023","2023-03-28","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718780","Washington Nationals","Atlanta Braves",2,7,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718781","New York Yankees","San Francisco Giants",5,0,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718782","Boston Red Sox","Baltimore Orioles",9,10,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718777","Chicago Cubs","Milwaukee Brewers",4,0,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718776","Tampa Bay Rays","Detroit Tigers",4,0,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718779","Texas Rangers","Philadelphia Phillies",11,7,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718773","Cincinnati Reds","Pittsburgh Pirates",4,5,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718772","St. Louis Cardinals","Toronto Blue Jays",9,10,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718775","Kansas City Royals","Minnesota Twins",0,2,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718774","Miami Marlins","New York Mets",3,5,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718768","Houston Astros","Chicago White Sox",2,3,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718778","San Diego Padres","Colorado Rockies",2,7,"A","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718769","Oakland Athletics","Los Angeles Angels",2,1,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718770","Los Angeles Dodgers","Arizona Diamondbacks",8,2,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718767","Seattle Mariners","Cleveland Guardians",3,0,"H","2023","2023-03-30","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718771","Miami Marlins","New York Mets",2,1,"H","2023","2023-03-31","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718764","Houston Astros","Chicago White Sox",6,3,"H","2023","2023-03-31","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718766","San Diego Padres","Colorado Rockies",1,4,"A","2023","2023-03-31","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718765","Los Angeles Dodgers","Arizona Diamondbacks",1,2,"A","2023","2023-03-31","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718763","Seattle Mariners","Cleveland Guardians",4,9,"A","2023","2023-03-31","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718760","Houston Astros","Chicago White Sox",6,4,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718759","St. Louis Cardinals","Toronto Blue Jays",4,1,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718758","Chicago Cubs","Milwaukee Brewers",1,3,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718752","Texas Rangers","Philadelphia Phillies",16,3,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718753","Washington Nationals","Atlanta Braves",1,7,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718762","New York Yankees","San Francisco Giants",5,7,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718757","Oakland Athletics","Los Angeles Angels",1,13,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718761","Boston Red Sox","Baltimore Orioles",9,8,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718756","Cincinnati Reds","Pittsburgh Pirates",6,2,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718754","Tampa Bay Rays","Detroit Tigers",12,2,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718751","Kansas City Royals","Minnesota Twins",0,2,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718755","Miami Marlins","New York Mets",2,6,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718750","San Diego Padres","Colorado Rockies",8,4,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718749","Los Angeles Dodgers","Arizona Diamondbacks",10,1,"H","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718746","Seattle Mariners","Cleveland Guardians",0,2,"A","2023","2023-04-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718742","Tampa Bay Rays","Detroit Tigers",5,1,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718748","Boston Red Sox","Baltimore Orioles",9,5,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718743","Washington Nationals","Atlanta Braves",4,1,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718747","New York Yankees","San Francisco Giants",6,0,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718744","Cincinnati Reds","Pittsburgh Pirates",3,1,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718741","Miami Marlins","New York Mets",1,5,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718745","Kansas City Royals","Minnesota Twins",4,7,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718740","Houston Astros","Chicago White Sox",3,6,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718737","St. Louis Cardinals","Toronto Blue Jays",9,4,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718738","Chicago Cubs","Milwaukee Brewers",5,9,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718734","Oakland Athletics","Los Angeles Angels",0,6,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718736","Los Angeles Dodgers","Arizona Diamondbacks",1,2,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718733","San Diego Padres","Colorado Rockies",3,1,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718735","Seattle Mariners","Cleveland Guardians",5,6,"A","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718739","Texas Rangers","Philadelphia Phillies",2,1,"H","2023","2023-04-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718731","Milwaukee Brewers","New York Mets",10,0,"H","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718730","Chicago White Sox","San Francisco Giants",3,12,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718728","Cincinnati Reds","Chicago Cubs",7,6,"H","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718729","Miami Marlins","Minnesota Twins",1,11,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718732","Washington Nationals","Tampa Bay Rays",2,6,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718725","New York Yankees","Philadelphia Phillies",8,1,"H","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718724","Boston Red Sox","Pittsburgh Pirates",6,7,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718719","Kansas City Royals","Toronto Blue Jays",9,5,"H","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718727","St. Louis Cardinals","Atlanta Braves",4,8,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
"mlb_718726","Texas Rangers","Baltimore Orioles",0,2,"A","2023","2023-04-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:27.063796+00:00","2026-03-27T07:03:27.063796+00:00"
